,X,Y,Z
553,18.213,4.28808,5.61888
554,17.5318,4.36467,5.35343
555,16.8575,4.43474,5.08357
556,16.1921,4.49742,4.8096
557,15.537,4.55204,4.53216
558,14.8937,4.59809,4.25201
559,14.2634,4.63527,3.97008
560,13.6471,4.66345,3.68748
561,13.0461,4.68276,3.40552
562,12.4609,4.69353,3.12518
563,11.8927,4.69617,2.84795
564,11.3423,4.69134,2.57487
565,10.8105,4.67983,2.30677
566,10.2981,4.66254,2.04488
567,9.80589,4.64041,1.7896
568,9.33463,4.61447,1.5417
569,8.88506,4.58572,1.30201
570,8.45792,4.55516,1.07115
571,8.05374,4.52371,0.849644
572,7.67319,4.49218,0.638232
573,7.31679,4.46129,0.437956
574,6.98492,4.43159,0.249795
575,6.67785,4.40354,0.0748403
576,6.3958,4.37738,-0.0857634
577,6.13858,4.35326,-0.230695
578,5.90614,4.33113,-0.35875
579,5.69794,4.31092,-0.468886
580,5.51335,4.29235,-0.559946
581,5.3515,4.27512,-0.631527
582,5.21125,4.25887,-0.68277
583,5.09123,4.24323,-0.714041
584,4.98983,4.22778,-0.72544
585,4.90552,4.21211,-0.717364
586,4.8362,4.19595,-0.691097
587,4.78004,4.17897,-0.647833
588,4.73492,4.16095,-0.589154
589,4.69886,4.14174,-0.51674
590,4.66985,4.12127,-0.432535
591,4.64609,4.09951,-0.338746
592,4.62565,4.07655,-0.237429
593,4.60705,4.05253,-0.130449
594,4.58882,4.02761,-0.020041
595,4.56974,4.00202,0.092012
596,4.5488,3.97601,0.204138
597,4.52533,3.94988,0.314581
598,4.49876,3.92388,0.422164
599,4.46887,3.89831,0.525851
600,4.43538,3.87344,0.624539
601,4.39851,3.84951,0.717986
602,4.3584,3.82676,0.805566
603,4.31545,3.80534,0.887199
604,4.27005,3.78545,0.962875
605,4.22278,3.76715,1.03311
606,4.1741,3.75053,1.09813
607,4.12467,3.7356,1.15862
608,4.07482,3.72236,1.21497
609,4.02513,3.71073,1.26808
610,3.97599,3.70063,1.31827
611,3.92771,3.6919,1.36625
612,3.88055,3.68441,1.4125
613,3.83453,3.678,1.45712
614,3.78969,3.67247,1.50013
615,3.74609,3.66763,1.54164
616,3.70352,3.6633,1.58137
617,3.6618,3.6593,1.61924
618,3.62079,3.65545,1.65506
619,3.58028,3.65158,1.68852
620,3.54005,3.64757,1.71961
621,3.49985,3.64326,1.74836
622,3.4596,3.63859,1.77481
623,3.41929,3.63343,1.79922
624,3.37865,3.62781,1.8218
625,3.33779,3.62166,1.84326
626,3.29666,3.61503,1.86399
627,3.25533,3.60794,1.88453
628,3.21379,3.60051,1.90518
629,3.17208,3.59281,1.92639
630,3.13015,3.585,1.94815
631,3.08805,3.57717,1.97044
632,3.04553,3.56952,1.99344
633,3.00266,3.56218,2.01645
634,2.95919,3.55527,2.0393
635,2.91497,3.54895,2.06105
636,2.86976,3.54332,2.08109
637,2.82324,3.53846,2.09855
638,2.77531,3.53444,2.11249
639,2.7256,3.53126,2.12184
640,2.67403,3.52892,2.12586
